"HtmlFile","RelativeHtmlFile","LineNumber","LineText"
"D:\github\ron-english-toys\items\grin-peko-girl-325.html","items\grin-peko-girl-325.html","45","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grin-peko-girl-325.html","items\grin-peko-girl-325.html","47","<p class=""back-link""><a href=""https://www.trampt.com/item/grin-peko-girl-ron-english-giclee-art-print-mYi3di2ehXbIP5"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\grin-polka-tile-painting-380.html","items\grin-polka-tile-painting-380.html","27","<a href=""../images/Vinyl-Toys/Grin%20Polka%20Tile%20Painting%20-%20Original%20Art%20-%20Trampt%20item%20380.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\grin-polka-tile-painting-380.html","items\grin-polka-tile-painting-380.html","28","<img src=""../images/Vinyl-Toys/Grin%20Polka%20Tile%20Painting%20-%20Original%20Art%20-%20Trampt%20item%20380.jpg"" alt=""Grin Polka Tile Painting"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\grin-polka-tile-painting-380.html","items\grin-polka-tile-painting-380.html","47","<li><strong>Trampt item #:</strong> 380</li>"
"D:\github\ron-english-toys\items\grin-polka-tile-painting-380.html","items\grin-polka-tile-painting-380.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grin-polka-tile-painting-380.html","items\grin-polka-tile-painting-380.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/grin-polka-tile-painting-ron-english-mixed-media-9UTghBuwY0ZsSo"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\grin-reeper-398.html","items\grin-reeper-398.html","27","<a href=""../images/Vinyl-Toys/Grin%20Reeper%20-%20Original%20Art%20-%20Trampt%20item%20398.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\grin-reeper-398.html","items\grin-reeper-398.html","28","<img src=""../images/Vinyl-Toys/Grin%20Reeper%20-%20Original%20Art%20-%20Trampt%20item%20398.jpeg"" alt=""Grin Reeper"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\grin-reeper-398.html","items\grin-reeper-398.html","45","<li><strong>Trampt item #:</strong> 398</li>"
"D:\github\ron-english-toys\items\grin-reeper-398.html","items\grin-reeper-398.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grin-reeper-398.html","items\grin-reeper-398.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/grin-reeper-ron-english-paper-drawing-tGAlFjh8bzpVBg"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\grin-reeper-mini-49.html","items\grin-reeper-mini-49.html","27","<a href=""../images/Vinyl-Toys/Grin%20Reeper%20Mini%20-%20Original%20Art%20-%20Trampt%20item%2049.jpeg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\grin-reeper-mini-49.html","items\grin-reeper-mini-49.html","28","<img src=""../images/Vinyl-Toys/Grin%20Reeper%20Mini%20-%20Original%20Art%20-%20Trampt%20item%2049.jpeg"" alt=""Grin Reeper Mini"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\grin-reeper-mini-49.html","items\grin-reeper-mini-49.html","45","<li><strong>Trampt item #:</strong> 49</li>"
"D:\github\ron-english-toys\items\grin-reeper-mini-49.html","items\grin-reeper-mini-49.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\grin-reeper-mini-49.html","items\grin-reeper-mini-49.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/grin-reeper-mini-ron-english-paper-drawing-4bKBNVYAHu-xr5"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\guernica-trilogy-351.html","items\guernica-trilogy-351.html","27","<a href=""../images/Vinyl-Toys/Guernica%20Trilogy%20-%20Original%20Art%20-%20Trampt%20item%20351.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\guernica-trilogy-351.html","items\guernica-trilogy-351.html","28","<img src=""../images/Vinyl-Toys/Guernica%20Trilogy%20-%20Original%20Art%20-%20Trampt%20item%20351.jpg"" alt=""Guernica Trilogy"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\guernica-trilogy-351.html","items\guernica-trilogy-351.html","45","<li><strong>Trampt item #:</strong> 351</li>"
"D:\github\ron-english-toys\items\guernica-trilogy-351.html","items\guernica-trilogy-351.html","48","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\guernica-trilogy-351.html","items\guernica-trilogy-351.html","50","<p class=""back-link""><a href=""https://www.trampt.com/item/guernica-trilogy-ron-english-mixed-media-rJyAzY2O32Mi4m"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\hand-painted-modzilla-358.html","items\hand-painted-modzilla-358.html","168","<a href=""../images/Vinyl-Toys/Hand%20Painted%20Modzilla%20-%20Custom%20Toy%20-%20Trampt%20item%20358.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\hand-painted-modzilla-358.html","items\hand-painted-modzilla-358.html","169","<img src=""../images/Vinyl-Toys/Hand%20Painted%20Modzilla%20-%20Custom%20Toy%20-%20Trampt%20item%20358.jpg"" alt=""Modzilla - Hand Painted  1"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\hand-painted-modzilla-521.html","items\hand-painted-modzilla-521.html","168","<a href=""../images/Vinyl-Toys/Hand%20Painted%20Modzilla%20-%20Custom%20Toy%20-%20Trampt%20item%20521.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\hand-painted-modzilla-521.html","items\hand-painted-modzilla-521.html","169","<img src=""../images/Vinyl-Toys/Hand%20Painted%20Modzilla%20-%20Custom%20Toy%20-%20Trampt%20item%20521.jpg"" alt=""Modzilla - Hand Painted  2"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-brain-bleeding-gold-1026.html","items\heart-brain-bleeding-gold-1026.html","168","<a href=""../images/Vinyl-Toys/Heart%20Brain%20-%20Bleeding%20Gold%20-%20Custom%20Toy%20-%20Trampt%20item%201026.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-brain-bleeding-gold-1026.html","items\heart-brain-bleeding-gold-1026.html","169","<img src=""../images/Vinyl-Toys/Heart%20Brain%20-%20Bleeding%20Gold%20-%20Custom%20Toy%20-%20Trampt%20item%201026.jpg"" alt=""Heart Brain - Bleeding Gold"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-brain-glitter-clear-725.html","items\heart-brain-glitter-clear-725.html","168","<a href=""../images/Vinyl-Toys/Heart%20Brain%20-%20Glitter%20Clear%20-%20Custom%20Toy%20-%20Trampt%20item%20725.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-brain-glitter-clear-725.html","items\heart-brain-glitter-clear-725.html","169","<img src=""../images/Vinyl-Toys/Heart%20Brain%20-%20Glitter%20Clear%20-%20Custom%20Toy%20-%20Trampt%20item%20725.jpg"" alt=""Heart Brain - Glitter Clear"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-brain-orange-glow-237.html","items\heart-brain-orange-glow-237.html","168","<a href=""../images/Vinyl-Toys/Heart%20Brain%20-%20Orange%20Glow%20-%20Custom%20Toy%20-%20Trampt%20item%20237.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-brain-orange-glow-237.html","items\heart-brain-orange-glow-237.html","169","<img src=""../images/Vinyl-Toys/Heart%20Brain%20-%20Orange%20Glow%20-%20Custom%20Toy%20-%20Trampt%20item%20237.jpg"" alt=""Heart Brain - Orange Glow"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-brain-purple-heart-284.html","items\heart-brain-purple-heart-284.html","168","<a href=""../images/Vinyl-Toys/Heart%20Brain%20-%20Purple%20Heart%20-%20Custom%20Toy%20-%20Trampt%20item%20284.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-brain-purple-heart-284.html","items\heart-brain-purple-heart-284.html","169","<img src=""../images/Vinyl-Toys/Heart%20Brain%20-%20Purple%20Heart%20-%20Custom%20Toy%20-%20Trampt%20item%20284.jpg"" alt=""Heart Brain - Purple Heart"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-brain-transparent-green-1072.html","items\heart-brain-transparent-green-1072.html","168","<a href=""../images/Vinyl-Toys/Heart%20Brain%20-%20Transparent%20Green%20-%20Custom%20Toy%20-%20Trampt%20item%201072.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-brain-transparent-green-1072.html","items\heart-brain-transparent-green-1072.html","169","<img src=""../images/Vinyl-Toys/Heart%20Brain%20-%20Transparent%20Green%20-%20Custom%20Toy%20-%20Trampt%20item%201072.jpg"" alt=""Heart Brain - Transparent Green"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-camo-brain-523.html","items\heart-skull-camo-brain-523.html","168","<a href=""../images/Vinyl-Toys/Heart%20Skull%20-%20Camo%20Brain%20-%20Custom%20Toy%20-%20Trampt%20item%20523.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-camo-brain-523.html","items\heart-skull-camo-brain-523.html","169","<img src=""../images/Vinyl-Toys/Heart%20Skull%20-%20Camo%20Brain%20-%20Custom%20Toy%20-%20Trampt%20item%20523.jpg"" alt=""Heart Skull - Camo Brain"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-glitter-purple-577.html","items\heart-skull-glitter-purple-577.html","168","<a href=""../images/Vinyl-Toys/Heart%20Skull%20-%20Glitter%20Purple%20-%20Custom%20Toy%20-%20Trampt%20item%20577.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-glitter-purple-577.html","items\heart-skull-glitter-purple-577.html","169","<img src=""../images/Vinyl-Toys/Heart%20Skull%20-%20Glitter%20Purple%20-%20Custom%20Toy%20-%20Trampt%20item%20577.jpg"" alt=""Heart Skull - Glitter Purple"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-glitter-silver-586.html","items\heart-skull-glitter-silver-586.html","168","<a href=""../images/Vinyl-Toys/Heart%20Skull%20-%20Glitter%20Silver%20-%20Custom%20Toy%20-%20Trampt%20item%20586.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-glitter-silver-586.html","items\heart-skull-glitter-silver-586.html","169","<img src=""../images/Vinyl-Toys/Heart%20Skull%20-%20Glitter%20Silver%20-%20Custom%20Toy%20-%20Trampt%20item%20586.jpg"" alt=""Heart Skull - Glitter Silver"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-purple-glitter-418.html","items\heart-skull-purple-glitter-418.html","168","<a href=""../images/Vinyl-Toys/Heart%20Skull%20-%20Purple%20Glitter%20-%20Custom%20Toy%20-%20Trampt%20item%20418.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-purple-glitter-418.html","items\heart-skull-purple-glitter-418.html","169","<img src=""../images/Vinyl-Toys/Heart%20Skull%20-%20Purple%20Glitter%20-%20Custom%20Toy%20-%20Trampt%20item%20418.jpg"" alt=""Heart Skull - Purple Glitter"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-sherbet-drip-1069.html","items\heart-skull-sherbet-drip-1069.html","168","<a href=""../images/Vinyl-Toys/Heart%20Skull%20-%20Sherbet%20Drip%20-%20Custom%20Toy%20-%20Trampt%20item%201069.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-sherbet-drip-1069.html","items\heart-skull-sherbet-drip-1069.html","169","<img src=""../images/Vinyl-Toys/Heart%20Skull%20-%20Sherbet%20Drip%20-%20Custom%20Toy%20-%20Trampt%20item%201069.jpg"" alt=""Heart Skull - Sherbet Drip"" class=""work-hero"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-sketch-247.html","items\heart-skull-sketch-247.html","27","<a href=""../images/Vinyl-Toys/Heart%20Skull%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20247.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-sketch-247.html","items\heart-skull-sketch-247.html","28","<img src=""../images/Vinyl-Toys/Heart%20Skull%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20247.jpg"" alt=""Heart Skull Sketch"" loading=""lazy"" />"
"D:\github\ron-english-toys\items\heart-skull-sketch-247.html","items\heart-skull-sketch-247.html","47","<li><strong>Trampt item #:</strong> 247</li>"
"D:\github\ron-english-toys\items\heart-skull-sketch-247.html","items\heart-skull-sketch-247.html","50","<strong>Working catalogue note:</strong> This page was generated from the Trampt spreadsheet and local image folder. Confirm object classification, edition details, dimensions, and source priority before treating the record as final catalogue data."
"D:\github\ron-english-toys\items\heart-skull-sketch-247.html","items\heart-skull-sketch-247.html","52","<p class=""back-link""><a href=""https://www.trampt.com/item/heart-skull-sketch-ron-english-ink-5EsZfqKupKFeWY"" target=""_blank"" rel=""noopener noreferrer"">Open Trampt source record</a></p>"
"D:\github\ron-english-toys\items\heart-skull-transparent-blue-261.html","items\heart-skull-transparent-blue-261.html","168","<a href=""../images/Vinyl-Toys/Heart%20Skull%20-%20Transparent%20Blue%20-%20Custom%20Toy%20-%20Trampt%20item%20261.jpg"" target=""_blank"" rel=""noopener noreferrer"">"
"D:\github\ron-english-toys\items\heart-skull-transparent-blue-261.html","items\heart-skull-transparent-blue-261.html","169","<img src=""../images/Vinyl-Toys/Heart%20Skull%20-%20Transparent%20Blue%20-%20Custom%20Toy%20-%20Trampt%20item%20261.jpg"" alt=""Heart Skull - Transparent Blue"" class=""work-hero"" loading=""lazy"" />"
