"PageTitle","HtmlTitle","LocalPagePath","PageType","SectionGuess","HeroImage","MetadataRowCount","HasAncillaryDocumentation","AncillaryCardCount","HasSelectedOnlineDocumentation","HasSelectedOnlineCirculation","HasDocumentationGrid","ExternalLinkCount_AllHttp","ExternalDocumentationLinkCount_ExcludingRonEnglishArchive","DocumentationURLs","ContainsTramptPublicLink","ContainsVisibleOneToOne","ContainsRatioOneToOne","ContainsMoneyDecimals","ContainsMoneyNoCommas_Possible","ContainsPublicIdentifierRows","ContainsWorkingCatalogueNote","NeedsReview","ReviewReason"
"Camo Peace Clown","Camo Peace Clown - Ron English Toys and Sculptural Editions","items\camo-peace-clown-313.html","Individual item page","Custom Toys","../images/Trampt/Camo%20Peace%20Clown%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/camo-peace-clown-ron-english-screenprint-5qSHaQ3bt7XRAM","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Camo Tramp Boy","Camo Tramp Boy - Ron English Toys and Sculptural Editions","items\camo-tramp-boy-505.html","Individual item page","Custom Toys","../images/Trampt/Camo%20Tramp%20Boy%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/camo-tramp-boy-ron-english-serigraph-Mboh7kiuZy4qM_","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cap’n Cornstarch - End of Days","Cap’n Cornstarch - End of Days - Ron English Catalogue Raisonne","items\cap-n-cornstarch-end-of-days-edition-608.html","Individual item page","Custom Toys","../images/Trampt/Cap%C3%A2%E2%82%AC%E2%84%A2n%20Cornstarch%20-%20End%20of%20Days%20edition%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Capitan Kidd","Capitan Kidd - Ron English Toys and Sculptural Editions","items\capitan-kidd-119.html","Individual item page","Custom Toys","../images/Trampt/Capitan%20Kidd%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/capitan-kidd-ron-english-giclee-art-print-R-hlhbnVO1clJw","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cap'n Cornstarch","Cap'n Cornstarch - Ron English Catalogue Raisonne","items\cap-n-cornstarch-696.html","Individual item page","Custom Toys","../images/Trampt/Cap","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cap'n Cornstarch - GID","Cap'n Cornstarch - GID - Ron English Catalogue Raisonne","items\cap-n-cornstarch-gid-66.html","Individual item page","Custom Toys","../images/Trampt/Cap&#39;n%20Cornstarch%20-%20GID%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cap'n Cornstarch - Lavender and Hot Pink","Cap'n Cornstarch - Lavender and Hot Pink - Ron English Catalogue Raisonne","items\embarrassed-in-love-lavender-and-hot-pink-330.html","Individual item page","Custom Toys","../images/Trampt/Embarrassed%20in%20Love%20-%20Lavender%20and%20Hot%20Pink%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cap'n Cornstarch - Metallic","Cap'n Cornstarch - Metallic - Ron English Catalogue Raisonne","items\cap-n-cornstarch-metallic-507.html","Individual item page","Custom Toys","../images/Trampt/Cap&#39;n%20Cornstarch%20-%20Metallic%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cap'n Cornstarch Mini","Cap'n Cornstarch Mini - Ron English Catalogue Raisonne","items\cap-n-cornstarch-mini-14.html","Individual item page","Custom Toys","../images/Trampt/Cap&#39;n%20Cornstarch%20Mini%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"CAPTAIN CAPTION","CAPTAIN CAPTION - Ron English Toys and Sculptural Editions","items\captain-caption-232.html","Individual item page","Custom Toys","../images/Trampt/Captain%20Caption%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/captain-caption-ron-english-oil-d5A3lkOo1_CwAG","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Captain Caption","Captain Caption - Ron English Toys and Sculptural Editions","items\captain-caption-430.html","Individual item page","Custom Toys","../images/Trampt/Captain%20Caption%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/captain-caption-ron-english-screenprint-eS5en8lt-AXc3G","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Captain Caption","Captain Caption - Ron English Toys and Sculptural Editions","items\captain-caption-979.html","Individual item page","Custom Toys","../images/Trampt/Captain%20Caption%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/captain-caption-ron-english-ink-ItzZLSwGINQjPN","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Capt'n Cornstarch","Capt'n Cornstarch - Ron English Toys and Sculptural Editions","items\capt-n-cornstarch-1004.html","Individual item page","Custom Toys","../images/Trampt/Capt","0","False","0","False","False","False","1","1","https://www.trampt.com/item/captn-cornstarch-ron-english-ink-j6jbrTbrpiJ3jP","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Carrot Man","Carrot Man - Ron English Toys and Sculptural Editions","items\carrot-man-656.html","Individual item page","Custom Toys","../images/Trampt/Carrot%20Man%20-%20Original%20Art%20-%20Trampt%20item%20656.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/carrot-man-ron-english-paper-drawing-kZyNVekFckzzZh","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cartoon Guernica Sketch","Cartoon Guernica Sketch - Ron English Toys and Sculptural Editions","items\cartoon-guernica-sketch-196.html","Individual item page","Custom Toys","../images/Trampt/Cartoon%20Guernica%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20196.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cartoon-guernica-sketch-ron-english-ink-WlwfWwJpz9gP53","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cassie Cowgirl","Cassie Cowgirl - Ron English Catalogue Raisonne","items\cassie-cowgirl-401.html","Individual item page","Custom Toys","../images/Trampt/Cassie%20Cowgirl%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cat fish","Cat fish - Ron English Toys and Sculptural Editions","items\cat-fish-1025.html","Individual item page","Custom Toys","../images/Trampt/Cat%20fish%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cat-fish-ron-english-giclee-art-print-_BTi3yx4gdsW15","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cathy Cowgirl","Cathy Cowgirl - Ron English Toys and Sculptural Editions","items\cathy-cowgirl-760.html","Individual item page","Custom Toys","../images/Trampt/Cathy%20Cowgirl%20-%20Original%20Art%20-%20Trampt%20item%20760.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cathy-cowgirl-ron-english-ink-iKmY3lmZjmKER8","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cathy Cowgirl - Brown","Cathy Cowgirl - Brown - Ron English Catalogue Raisonne","items\cathy-cowgirl-brown-911.html","Individual item page","Custom Toys","../images/Trampt/Cathy%20Cowgirl%20-%20Brown%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cathy Cowgirl - Gold","Cathy Cowgirl - Gold - Ron English Catalogue Raisonne","items\cathy-cowgirl-gold-481.html","Individual item page","Custom Toys","../images/Trampt/Cathy%20Cowgirl%20-%20Gold%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cathy Cowgirl - Original","Cathy Cowgirl - Original - Ron English Catalogue Raisonne","items\cathy-cowgirl-original-488.html","Individual item page","Custom Toys","../images/Trampt/Cathy%20Cowgirl%20-%20Original%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Cereal Killer: Cap'n Cornstarch Sketch","Cereal Killer: Cap'n Cornstarch Sketch - Ron English Toys and Sculptural Editions","items\cereal-killer-cap-n-cornstarch-sketch-356.html","Individual item page","Custom Toys","../images/Trampt/Cereal%20Killer%20Cap","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cereal-killer-capn-cornstarch-sketch-ron-english-ink-Ac0WMfDeJoTMEA","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cereal Killer: Coco Paunch Sketch","Cereal Killer: Coco Paunch Sketch - Ron English Toys and Sculptural Editions","items\cereal-killer-coco-paunch-sketch-311.html","Individual item page","Custom Toys","../images/Trampt/Cereal%20Killer%20Coco%20Paunch%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20311.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cereal-killer-coco-paunch-sketch-ron-english-ink-9iUTAIN9zuPTGC","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cereal Killer: Franken Fat Sketch","Cereal Killer: Franken Fat Sketch - Ron English Toys and Sculptural Editions","items\cereal-killer-franken-fat-sketch-854.html","Individual item page","Custom Toys","../images/Trampt/Cereal%20Killer%20Franken%20Fat%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20854.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cereal-killer-franken-fat-sketch-ron-english-ink-hDZBBIX_9yjYFu","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Cereal Killer: Fructose Peddlers Sketch","Cereal Killer: Fructose Peddlers Sketch - Ron English Toys and Sculptural Editions","items\cereal-killer-fructose-peddlers-sketch-357.html","Individual item page","Custom Toys","../images/Trampt/Cereal%20Killer%20Fructose%20Peddlers%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20357.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/cereal-killer-fructose-peddlers-sketch-ron-english-ink-_QzIZ65Zm-J8ej","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
